batch_loss,epoch,learning_rate,train_accuracy,train_loss,val_accuracy,val_loss
0.579457873121247,1.0,0.08,0.9077,0.3081333041191101,0.9053,0.3179090917110443
0.26672701432805535,2.0,0.0768,0.932,0.2333252876996994,0.9288,0.24696476757526398
0.21553505770385722,3.0,0.073728,0.9466,0.19396816194057465,0.9404,0.21096430718898773
0.1821880517217814,4.0,0.07077887999999999,0.9523,0.16992466151714325,0.9469,0.18569821119308472
0.1592960153584895,5.0,0.06794772479999998,0.9556,0.14238621294498444,0.9498,0.1756400167942047
0.1421447955167202,6.0,0.065229815808,0.9586,0.13447976112365723,0.955,0.15936729311943054
0.12810772775536608,7.0,0.06262062317567998,0.9691,0.11615416407585144,0.9581,0.14742866158485413
0.1164614791931856,8.0,0.060115798248652784,0.9676,0.11202467232942581,0.9625,0.13801303505897522
